ID,Local_ID,Language_ID,Parameter_ID,Value,Form,Segments,Comment,Source,Cognacy,Loan,Graphemes,Profile,Audio_Files
psh_ai-Numerals-50-1,,psh_ai,Numerals-50,pindʑa,pindʑa,p i n dʑ a,,hindukush,,,^ p i n dʑ a $,default,
psh_ai-Numerals-60-1,,psh_ai,Numerals-60,ɕast,ɕast,ɕ a s t,,hindukush,,,^ ɕ a s t $,default,
psh_ai-Numerals-70-1,,psh_ai,Numerals-70,aftaːd,aftaːd,a f t aː d,,hindukush,,,^ a f t aː d $,default,
psh_ai-Numerals-80-1,,psh_ai,Numerals-80,aɕtaːd,aɕtaːd,a ɕ t aː d,,hindukush,,,^ a ɕ t aː d $,default,
psh_ai-Numerals-90-1,,psh_ai,Numerals-90,nawad,nawad,n a w a d,,hindukush,,,^ n a w a d $,default,
psh_ai-Numerals-100-1,,psh_ai,Numerals-100,ɕaːje,ɕaːje,ɕ aː j e,,hindukush,,,^ ɕ aː j e $,default,
psh_ai-Numerals-110-1,,psh_ai,Numerals-110,jak sado daːje,jak_sado_daːje,j a k + s a d o + d aː j e,,hindukush,,,^ j a k _ s a d o _ d aː j e $,default,
psh_ai-Numerals-120-1,,psh_ai,Numerals-120,jak sado west,jak_sado_west,j a k + s a d o + w e s t,,hindukush,,,^ j a k _ s a d o _ w e s t $,default,
psh_ai-Numerals-200-1,,psh_ai,Numerals-200,dusad,dusad,d u s a d,,hindukush,,,^ d u s a d $,default,
psh_ai-Numerals-1000-1,,psh_ai,Numerals-1000,iː hazaːr,iː_hazaːr,iː + h a z aː r,,hindukush,,,^ iː _ h a z aː r $,default,
psi_ar-Numerals-1-1,,psi_ar,Numerals-1,iː,iː,iː,,hindukush,,,^ iː $,default,
psi_ar-Numerals-2-1,,psi_ar,Numerals-2,də,də,d ə,,hindukush,,,^ d ə $,default,
psi_ar-Numerals-3-1,,psi_ar,Numerals-3,heː,heː,h eː,,hindukush,,,^ h eː $,default,
psi_ar-Numerals-4-1,,psi_ar,Numerals-4,tɕaːr,tɕaːr,tɕ aː r,,hindukush,,,^ tɕ aː r $,default,
psi_ar-Numerals-5-1,,psi_ar,Numerals-5,paĩɲdʑ,paĩɲdʑ,p a ĩ ɲ dʑ,,hindukush,,,^ p aĩ ɲ dʑ $,default,
psi_ar-Numerals-6-1,,psi_ar,Numerals-6,ʂeː,ʂeː,ʂ eː,,hindukush,,,^ ʂ eː $,default,
psi_ar-Numerals-7-1,,psi_ar,Numerals-7,sat,sat,s a t,,hindukush,,,^ s a t $,default,
psi_ar-Numerals-8-1,,psi_ar,Numerals-8,aʂʈ,aʂʈ,a ʂ ʈ,,hindukush,,,^ a ʂ ʈ $,default,
psi_ar-Numerals-9-1,,psi_ar,Numerals-9,noː,noː,n oː,,hindukush,,,^ n oː $,default,
psi_ar-Numerals-10-1,,psi_ar,Numerals-10,deː,deː,d eː,,hindukush,,,^ d eː $,default,
psi_ar-Numerals-11-1,,psi_ar,Numerals-11,ʑaːe,ʑaːe,ʑ aː e,,hindukush,,,^ ʑ aːe $,default,
psi_ar-Numerals-12-1,,psi_ar,Numerals-12,duːwae,duːwae,d uː w a e,,hindukush,,,^ d uː w ae $,default,
psi_ar-Numerals-13-1,,psi_ar,Numerals-13,həwɪ,həwɪ,h ə w ɪ,,hindukush,,,^ h ə w ɪ $,default,
psi_ar-Numerals-14-1,,psi_ar,Numerals-14,tɕadeː,tɕadeː,tɕ a d eː,,hindukush,,,^ tɕ a d eː $,default,
psi_ar-Numerals-15-1,,psi_ar,Numerals-15,pandʑuː,pandʑuː,p a n dʑ uː,,hindukush,,,^ p a n dʑ uː $,default,
psi_ar-Numerals-16-1,,psi_ar,Numerals-16,ʂuːɽ,ʂuːɽ,ʂ uː ɽ,,hindukush,,,^ ʂ uː ɽ $,default,
psi_ar-Numerals-17-1,,psi_ar,Numerals-17,satuː,satuː,s a t uː,,hindukush,,,^ s a t uː $,default,
psi_ar-Numerals-18-1,,psi_ar,Numerals-18,aʂʈuː,aʂʈuː,a ʂ ʈ uː,,hindukush,,,^ a ʂ ʈ uː $,default,
psi_ar-Numerals-19-1,,psi_ar,Numerals-19,nahũː,nahũː,n a h ũː,,hindukush,,,^ n a h ũː $,default,
psi_ar-Numerals-20-1,,psi_ar,Numerals-20,wəst,wəst,w ə s t,,hindukush,,,^ w ə s t $,default,
psi_ar-Numerals-21-1,,psi_ar,Numerals-21,wəst iː,wəst_iː,w ə s t + iː,,hindukush,,,^ w ə s t _ iː $,default,
psi_ar-Numerals-22-1,,psi_ar,Numerals-22,wist duː,wist_duː,w i s t + d uː,,hindukush,,,^ w i s t _ d uː $,default,
psi_ar-Numerals-23-1,,psi_ar,Numerals-23,wistu heː,wistu_heː,w i s t u + h eː,,hindukush,,,^ w i s t u _ h eː $,default,
psi_ar-Numerals-24-1,,psi_ar,Numerals-24,wistu tɕaːr,wistu_tɕaːr,w i s t u + tɕ aː r,,hindukush,,,^ w i s t u _ tɕ aː r $,default,
psi_ar-Numerals-25-1,,psi_ar,Numerals-25,wistu paĩɲdʑ,wistu_paĩɲdʑ,w i s t u + p a ĩ ɲ dʑ,,hindukush,,,^ w i s t u _ p aĩ ɲ dʑ $,default,
psi_ar-Numerals-26-1,,psi_ar,Numerals-26,wistu ʂeː,wistu_ʂeː,w i s t u + ʂ eː,,hindukush,,,^ w i s t u _ ʂ eː $,default,
psi_ar-Numerals-27-1,,psi_ar,Numerals-27,wistu sat,wistu_sat,w i s t u + s a t,,hindukush,,,^ w i s t u _ s a t $,default,
psi_ar-Numerals-28-1,,psi_ar,Numerals-28,wistu aʂʈ,wistu_aʂʈ,w i s t u + a ʂ ʈ,,hindukush,,,^ w i s t u _ a ʂ ʈ $,default,
psi_ar-Numerals-29-1,,psi_ar,Numerals-29,wistu noː,wistu_noː,w i s t u + n oː,,hindukush,,,^ w i s t u _ n oː $,default,
psi_ar-Numerals-30-1,,psi_ar,Numerals-30,wistu deː,wistu_deː,w i s t u + d eː,,hindukush,,,^ w i s t u _ d eː $,default,
psi_ar-Numerals-31-1,,psi_ar,Numerals-31,wistu jaːe,wistu_jaːe,w i s t u + j aː e,,hindukush,,,^ w i s t u _ j aːe $,default,
psi_ar-Numerals-32-1,,psi_ar,Numerals-32,wistu duwaːe,wistu_duwaːe,w i s t u + d u w aː e,,hindukush,,,^ w i s t u _ d u w aːe $,default,
psi_ar-Numerals-33-1,,psi_ar,Numerals-33,wistu həwɪ,wistu_həwɪ,w i s t u + h ə w ɪ,,hindukush,,,^ w i s t u _ h ə w ɪ $,default,
psi_ar-Numerals-34-1,,psi_ar,Numerals-34,wistu tɕadeː,wistu_tɕadeː,w i s t u + tɕ a d eː,,hindukush,,,^ w i s t u _ tɕ a d eː $,default,
psi_ar-Numerals-35-1,,psi_ar,Numerals-35,wistu pandʑuː,wistu_pandʑuː,w i s t u + p a n dʑ uː,,hindukush,,,^ w i s t u _ p a n dʑ uː $,default,
psi_ar-Numerals-36-1,,psi_ar,Numerals-36,wistu ʂuːɽ,wistu_ʂuːɽ,w i s t u + ʂ uː ɽ,,hindukush,,,^ w i s t u _ ʂ uː ɽ $,default,
psi_ar-Numerals-37-1,,psi_ar,Numerals-37,wistu satuː,wistu_satuː,w i s t u + s a t uː,,hindukush,,,^ w i s t u _ s a t uː $,default,
psi_ar-Numerals-38-1,,psi_ar,Numerals-38,wistu aʂʈuː,wistu_aʂʈuː,w i s t u + a ʂ ʈ uː,,hindukush,,,^ w i s t u _ a ʂ ʈ uː $,default,
psi_ar-Numerals-39-1,,psi_ar,Numerals-39,wistu nahũː,wistu_nahũː,w i s t u + n a h ũː,,hindukush,,,^ w i s t u _ n a h ũː $,default,
psi_ar-Numerals-40-1,,psi_ar,Numerals-40,duwija,duwija,d u w i j a,,hindukush,,,^ d u w i j a $,default,
psi_ar-Numerals-41-1,,psi_ar,Numerals-41,duwija iː,duwija_iː,d u w i j a + iː,,hindukush,,,^ d u w i j a _ iː $,default,
psi_ar-Numerals-42-1,,psi_ar,Numerals-42,duwija də,duwija_də,d u w i j a + d ə,,hindukush,,,^ d u w i j a _ d ə $,default,
psi_ar-Numerals-43-1,,psi_ar,Numerals-43,duwija heː,duwija_heː,d u w i j a + h eː,,hindukush,,,^ d u w i j a _ h eː $,default,
psi_ar-Numerals-44-1,,psi_ar,Numerals-44,duwija tɕaːr,duwija_tɕaːr,d u w i j a + tɕ aː r,,hindukush,,,^ d u w i j a _ tɕ aː r $,default,
psi_ar-Numerals-45-1,,psi_ar,Numerals-45,duwija paĩɲdʑ,duwija_paĩɲdʑ,d u w i j a + p a ĩ ɲ dʑ,,hindukush,,,^ d u w i j a _ p aĩ ɲ dʑ $,default,
psi_ar-Numerals-46-1,,psi_ar,Numerals-46,duwija ʂeː,duwija_ʂeː,d u w i j a + ʂ eː,,hindukush,,,^ d u w i j a _ ʂ eː $,default,
psi_ar-Numerals-47-1,,psi_ar,Numerals-47,duwija sat,duwija_sat,d u w i j a + s a t,,hindukush,,,^ d u w i j a _ s a t $,default,
psi_ar-Numerals-48-1,,psi_ar,Numerals-48,duwija aʂʈ,duwija_aʂʈ,d u w i j a + a ʂ ʈ,,hindukush,,,^ d u w i j a _ a ʂ ʈ $,default,
psi_ar-Numerals-49-1,,psi_ar,Numerals-49,duwija noː,duwija_noː,d u w i j a + n oː,,hindukush,,,^ d u w i j a _ n oː $,default,
psi_ar-Numerals-50-1,,psi_ar,Numerals-50,duwija deː,duwija_deː,d u w i j a + d eː,,hindukush,,,^ d u w i j a _ d eː $,default,
psi_ar-Numerals-60-1,,psi_ar,Numerals-60,hewija,hewija,h e w i j a,,hindukush,,,^ h e w i j a $,default,
psi_ar-Numerals-70-1,,psi_ar,Numerals-70,hewija deː,hewija_deː,h e w i j a + d eː,,hindukush,,,^ h e w i j a _ d eː $,default,
psi_ar-Numerals-80-1,,psi_ar,Numerals-80,tɕaːrwija,tɕaːrwija,tɕ aː r w i j a,,hindukush,,,^ tɕ aː rw i j a $,default,
psi_ar-Numerals-90-1,,psi_ar,Numerals-90,tɕaːrwija deː,tɕaːrwija_deː,tɕ aː r w i j a + d eː,,hindukush,,,^ tɕ aː rw i j a _ d eː $,default,
psi_ar-Numerals-100-1,,psi_ar,Numerals-100,pandʑwija,pandʑwija,p a n dʑ w i j a,,hindukush,,,^ p a n dʑ w i j a $,default,
psi_ar-Numerals-110-1,,psi_ar,Numerals-110,pandʑwija deː,pandʑwija_deː,p a n dʑ w i j a + d eː,,hindukush,,,^ p a n dʑ w i j a _ d eː $,default,
psi_ar-Numerals-120-1,,psi_ar,Numerals-120,ʂuwija,ʂuwija,ʂ u w i j a,,hindukush,,,^ ʂ u w i j a $,default,
psi_ar-Numerals-200-1,,psi_ar,Numerals-200,dəsawa,dəsawa,d ə s a w a,,hindukush,,,^ d ə s a w a $,default,
psi_ar-Numerals-1000-1,,psi_ar,Numerals-1000,iː hazaːr,iː_hazaːr,iː + h a z aː r,,hindukush,,,^ iː _ h a z aː r $,default,
glh_ag-Numerals-1-1,,glh_ag,Numerals-1,iː,iː,iː,,hindukush,,,^ iː $,default,
glh_ag-Numerals-2-1,,glh_ag,Numerals-2,doː,doː,d oː,,hindukush,,,^ d oː $,default,
glh_ag-Numerals-3-1,,glh_ag,Numerals-3,træː,træː,t r æː,,hindukush,,,^ t r æː $,default,
glh_ag-Numerals-4-1,,glh_ag,Numerals-4,tɕuːr,tɕuːr,tɕ uː r,,hindukush,,,^ tɕ uː r $,default,
glh_ag-Numerals-5-1,,glh_ag,Numerals-5,paːndʑə,paːndʑə,p aː n dʑ ə,,hindukush,,,^ p aː n dʑ ə $,default,
glh_ag-Numerals-6-1,,glh_ag,Numerals-6,ʈʂaː,ʈʂaː,ʈʂ aː,,hindukush,,,^ ʈʂ aː $,default,
glh_ag-Numerals-7-1,,glh_ag,Numerals-7,saːtə,saːtə,s aː t ə,,hindukush,,,^ s aː t ə $,default,
glh_ag-Numerals-8-1,,glh_ag,Numerals-8,aːʂʈə,aːʂʈə,aː ʂ ʈ ə,,hindukush,,,^ aː ʂ ʈ ə $,default,
glh_ag-Numerals-9-1,,glh_ag,Numerals-9,naːu,naːu,n aːu,,hindukush,,,^ n aːu $,default,
glh_ag-Numerals-10-1,,glh_ag,Numerals-10,deː,deː,d eː,,hindukush,,,^ d eː $,default,
glh_ag-Numerals-11-1,,glh_ag,Numerals-11,zwiː,zwiː,z w iː,,hindukush,,,^ zw iː $,default,
glh_ag-Numerals-12-1,,glh_ag,Numerals-12,dwiː,dwiː,d w iː,,hindukush,,,^ dw iː $,default,
glh_ag-Numerals-13-1,,glh_ag,Numerals-13,turiː,turiː,t u r iː,,hindukush,,,^ t u r iː $,default,
glh_ag-Numerals-14-1,,glh_ag,Numerals-14,tɕadeː,tɕadeː,tɕ a d eː,,hindukush,,,^ tɕ a d eː $,default,
glh_ag-Numerals-15-1,,glh_ag,Numerals-15,pandʑiː,pandʑiː,p a n dʑ iː,,hindukush,,,^ p a n dʑ iː $,default,
glh_ag-Numerals-16-1,,glh_ag,Numerals-16,ʈʂuwiː,ʈʂuwiː,ʈʂ u w iː,,hindukush,,,^ ʈʂ u w iː $,default,
glh_ag-Numerals-17-1,,glh_ag,Numerals-17,satiː,satiː,s a t iː,,hindukush,,,^ s a t iː $,default,
glh_ag-Numerals-18-1,,glh_ag,Numerals-18,haʂʈiː,haʂʈiː,h a ʂ ʈ iː,,hindukush,,,^ h a ʂ ʈ iː $,default,
glh_ag-Numerals-19-1,,glh_ag,Numerals-19,nawiː,nawiː,n a w iː,,hindukush,,,^ n a w iː $,default,
glh_ag-Numerals-20-1,,glh_ag,Numerals-20,wast,wast,w a s t,,hindukush,,,^ w a s t $,default,
glh_ag-Numerals-21-1,,glh_ag,Numerals-21,wastu iː,wastu_iː,w a s t u + iː,,hindukush,,,^ w a s t u _ iː $,default,
glh_ag-Numerals-22-1,,glh_ag,Numerals-22,wasto doː,wasto_doː,w a s t o + d oː,,hindukush,,,^ w a s t o _ d oː $,default,
glh_ag-Numerals-23-1,,glh_ag,Numerals-23,wastu træː,wastu_træː,w a s t u + t r æː,,hindukush,,,^ w a s t u _ t r æː $,default,
glh_ag-Numerals-24-1,,glh_ag,Numerals-24,wastu tɕoːr,wastu_tɕoːr,w a s t u + tɕ oː r,,hindukush,,,^ w a s t u _ tɕ oː r $,default,
glh_ag-Numerals-25-1,,glh_ag,Numerals-25,wastu pãːdʑə,wastu_pãːdʑə,w a s t u + p ãː dʑ ə,,hindukush,,,^ w a s t u _ p ãː dʑ ə $,default,
glh_ag-Numerals-26-1,,glh_ag,Numerals-26,wastu ʈʂaː,wastu_ʈʂaː,w a s t u + ʈʂ aː,,hindukush,,,^ w a s t u _ ʈʂ aː $,default,
glh_ag-Numerals-27-1,,glh_ag,Numerals-27,wastu saːtə,wastu_saːtə,w a s t u + s aː t ə,,hindukush,,,^ w a s t u _ s aː t ə $,default,
glh_ag-Numerals-28-1,,glh_ag,Numerals-28,wastu aːʂʈə,wastu_aːʂʈə,w a s t u + aː ʂ ʈ ə,,hindukush,,,^ w a s t u _ aː ʂ ʈ ə $,default,
glh_ag-Numerals-29-1,,glh_ag,Numerals-29,wastu naːu,wastu_naːu,w a s t u + n aːu,,hindukush,,,^ w a s t u _ n aːu $,default,
glh_ag-Numerals-30-1,,glh_ag,Numerals-30,wastu deː,wastu_deː,w a s t u + d eː,,hindukush,,,^ w a s t u _ d eː $,default,
glh_ag-Numerals-31-1,,glh_ag,Numerals-31,wastu ʑwiː,wastu_ʑwiː,w a s t u + ʑ w iː,,hindukush,,,^ w a s t u _ ʑw iː $,default,
glh_ag-Numerals-32-1,,glh_ag,Numerals-32,wastu dwiː,wastu_dwiː,w a s t u + d w iː,,hindukush,,,^ w a s t u _ dw iː $,default,
glh_ag-Numerals-33-1,,glh_ag,Numerals-33,wasto triː,wasto_triː,w a s t o + t r iː,,hindukush,,,^ w a s t o _ t r iː $,default,
glh_ag-Numerals-34-1,,glh_ag,Numerals-34,wasto tɕadeː,wasto_tɕadeː,w a s t o + tɕ a d eː,,hindukush,,,^ w a s t o _ tɕ a d eː $,default,
glh_ag-Numerals-35-1,,glh_ag,Numerals-35,wasto pandʑiː,wasto_pandʑiː,w a s t o + p a n dʑ iː,,hindukush,,,^ w a s t o _ p a n dʑ iː $,default,
glh_ag-Numerals-36-1,,glh_ag,Numerals-36,wastu ʈʂuiː,wastu_ʈʂuiː,w a s t u + ʈʂ u iː,,hindukush,,,^ w a s t u _ ʈʂ uiː $,default,
glh_ag-Numerals-37-1,,glh_ag,Numerals-37,wasto satiː,wasto_satiː,w a s t o + s a t iː,,hindukush,,,^ w a s t o _ s a t iː $,default,
glh_ag-Numerals-38-1,,glh_ag,Numerals-38,wasto aːʂʈiː,wasto_aːʂʈiː,w a s t o + aː ʂ ʈ iː,,hindukush,,,^ w a s t o _ aː ʂ ʈ iː $,default,
glh_ag-Numerals-39-1,,glh_ag,Numerals-39,wasto nawiː,wasto_nawiː,w a s t o + n a w iː,,hindukush,,,^ w a s t o _ n a w iː $,default,
glh_ag-Numerals-40-1,,glh_ag,Numerals-40,dewo,dewo,d e w o,,hindukush,,,^ d e w o $,default,
glh_ag-Numerals-41-1,,glh_ag,Numerals-41,dew iː,dew_iː,d e w + iː,,hindukush,,,^ d e w _ iː $,default,
glh_ag-Numerals-42-1,,glh_ag,Numerals-42,dew doː,dew_doː,d e w + d oː,,hindukush,,,^ d e w _ d oː $,default,
glh_ag-Numerals-43-1,,glh_ag,Numerals-43,dew traː,dew_traː,d e w + t r aː,,hindukush,,,^ d e w _ t r aː $,default,
glh_ag-Numerals-44-1,,glh_ag,Numerals-44,dew tɕuːr,dew_tɕuːr,d e w + tɕ uː r,,hindukush,,,^ d e w _ tɕ uː r $,default,
glh_ag-Numerals-45-1,,glh_ag,Numerals-45,dew paːndʑə,dew_paːndʑə,d e w + p aː n dʑ ə,,hindukush,,,^ d e w _ p aː n dʑ ə $,default,
glh_ag-Numerals-46-1,,glh_ag,Numerals-46,dew ʈʂaː,dew_ʈʂaː,d e w + ʈʂ aː,,hindukush,,,^ d e w _ ʈʂ aː $,default,
glh_ag-Numerals-47-1,,glh_ag,Numerals-47,dew saːtə,dew_saːtə,d e w + s aː t ə,,hindukush,,,^ d e w _ s aː t ə $,default,
glh_ag-Numerals-48-1,,glh_ag,Numerals-48,dew aːʂʈə,dew_aːʂʈə,d e w + aː ʂ ʈ ə,,hindukush,,,^ d e w _ aː ʂ ʈ ə $,default,
glh_ag-Numerals-49-1,,glh_ag,Numerals-49,dew naːu,dew_naːu,d e w + n aːu,,hindukush,,,^ d e w _ n aːu $,default,
glh_ag-Numerals-50-1,,glh_ag,Numerals-50,dew deː,dew_deː,d e w + d eː,,hindukush,,,^ d e w _ d eː $,default,
glh_ag-Numerals-60-1,,glh_ag,Numerals-60,trɛːwo,trɛːwo,t r ɛː w o,,hindukush,,,^ t r ɛː w o $,default,
glh_ag-Numerals-70-1,,glh_ag,Numerals-70,trɛːw deː,trɛːw_deː,t r ɛː w + d eː,,hindukush,,,^ t r ɛː w _ d eː $,default,
glh_ag-Numerals-80-1,,glh_ag,Numerals-80,tɕoːrijo,tɕoːrijo,tɕ oː r i j o,,hindukush,,,^ tɕ oː r i j o $,default,
glh_ag-Numerals-90-1,,glh_ag,Numerals-90,tɕoːrju deː,tɕoːrju_deː,tɕ oː r j u + d eː,,hindukush,,,^ tɕ oː r j u _ d eː $,default,
glh_ag-Numerals-100-1,,glh_ag,Numerals-100,iː sad,iː_sad,iː + s a d,,hindukush,,,^ iː _ s a d $,default,
glh_ag-Numerals-110-1,,glh_ag,Numerals-110,iː sado deː,iː_sado_deː,iː + s a d o + d eː,,hindukush,,,^ iː _ s a d o _ d eː $,default,
glh_ag-Numerals-120-1,,glh_ag,Numerals-120,iː sado wast,iː_sado_wast,iː + s a d o + w a s t,,hindukush,,,^ iː _ s a d o _ w a s t $,default,
glh_ag-Numerals-200-1,,glh_ag,Numerals-200,doː sad,doː_sad,d oː + s a d,,hindukush,,,^ d oː _ s a d $,default,
glh_ag-Numerals-1000-1,,glh_ag,Numerals-1000,"iː azaːr, pyːro azaːr",iː_azaːr,iː + a z aː r,,hindukush,,,^ iː _ a z aː r $,default,
glh_ag-Numerals-1000-2,,glh_ag,Numerals-1000,"iː azaːr, pyːro azaːr",pyːro_azaːr,p yː r o + a z aː r,,hindukush,,,^ p yː r o _ a z aː r $,default,
psi_am-Numerals-1-1,,psi_am,Numerals-1,iː,iː,iː,,hindukush,,,^ iː $,default,
psi_am-Numerals-2-1,,psi_am,Numerals-2,dɔː,dɔː,d ɔː,,hindukush,,,^ d ɔː $,default,
psi_am-Numerals-3-1,,psi_am,Numerals-3,ɬɛ,ɬɛ,ɬ ɛ,,hindukush,,,^ ɬ ɛ $,default,
psi_am-Numerals-4-1,,psi_am,Numerals-4,tɕaːr,tɕaːr,tɕ aː r,,hindukush,,,^ tɕ aː r $,default,
psi_am-Numerals-5-1,,psi_am,Numerals-5,pandʑ,pandʑ,p a n dʑ,,hindukush,,,^ p a n dʑ $,default,
psi_am-Numerals-6-1,,psi_am,Numerals-6,ɕɛː,ɕɛː,ɕ ɛː,,hindukush,,,^ ɕ ɛː $,default,
psi_am-Numerals-7-1,,psi_am,Numerals-7,sat,sat,s a t,,hindukush,,,^ s a t $,default,
psi_am-Numerals-8-1,,psi_am,Numerals-8,aɕt,aɕt,a ɕ t,,hindukush,,,^ a ɕ t $,default,
psi_am-Numerals-9-1,,psi_am,Numerals-9,noː,noː,n oː,,hindukush,,,^ n oː $,default,
psi_am-Numerals-10-1,,psi_am,Numerals-10,deː,deː,d eː,,hindukush,,,^ d eː $,default,
psi_am-Numerals-11-1,,psi_am,Numerals-11,jaːe,jaːe,j aː e,,hindukush,,,^ j aːe $,default,
psi_am-Numerals-12-1,,psi_am,Numerals-12,duwaːe,duwaːe,d u w aː e,,hindukush,,,^ d u w aːe $,default,
psi_am-Numerals-13-1,,psi_am,Numerals-13,ɬui,ɬui,ɬ u i,,hindukush,,,^ ɬ ui $,default,
psi_am-Numerals-14-1,,psi_am,Numerals-14,tɕadeː,tɕadeː,tɕ a d eː,,hindukush,,,^ tɕ a d eː $,default,
psi_am-Numerals-15-1,,psi_am,Numerals-15,pandʑu,pandʑu,p a n dʑ u,,hindukush,,,^ p a n dʑ u $,default,
psi_am-Numerals-16-1,,psi_am,Numerals-16,ɕoːɽ,ɕoːɽ,ɕ oː ɽ,,hindukush,,,^ ɕ oː ɽ $,default,
psi_am-Numerals-17-1,,psi_am,Numerals-17,satu,satu,s a t u,,hindukush,,,^ s a t u $,default,
psi_am-Numerals-18-1,,psi_am,Numerals-18,aɕtu,aɕtu,a ɕ t u,,hindukush,,,^ a ɕ t u $,default,
psi_am-Numerals-19-1,,psi_am,Numerals-19,nawu,nawu,n a w u,,hindukush,,,^ n a w u $,default,
psi_am-Numerals-20-1,,psi_am,Numerals-20,west,west,w e s t,,hindukush,,,^ w e s t $,default,
psi_am-Numerals-21-1,,psi_am,Numerals-21,westo iː,westo_iː,w e s t o + iː,,hindukush,,,^ w e s t o _ iː $,default,
psi_am-Numerals-22-1,,psi_am,Numerals-22,westo dɔː,westo_dɔː,w e s t o + d ɔː,,hindukush,,,^ w e s t o _ d ɔː $,default,
psi_am-Numerals-23-1,,psi_am,Numerals-23,westo ɬɛː,westo_ɬɛː,w e s t o + ɬ ɛː,,hindukush,,,^ w e s t o _ ɬ ɛː $,default,
psi_am-Numerals-24-1,,psi_am,Numerals-24,westo tɕaːr,westo_tɕaːr,w e s t o + tɕ aː r,,hindukush,,,^ w e s t o _ tɕ aː r $,default,
psi_am-Numerals-25-1,,psi_am,Numerals-25,westo pandʑ,westo_pandʑ,w e s t o + p a n dʑ,,hindukush,,,^ w e s t o _ p a n dʑ $,default,
psi_am-Numerals-26-1,,psi_am,Numerals-26,westo ɕɛː,westo_ɕɛː,w e s t o + ɕ ɛː,,hindukush,,,^ w e s t o _ ɕ ɛː $,default,
psi_am-Numerals-27-1,,psi_am,Numerals-27,westo sat,westo_sat,w e s t o + s a t,,hindukush,,,^ w e s t o _ s a t $,default,
psi_am-Numerals-28-1,,psi_am,Numerals-28,westo haɕt,westo_haɕt,w e s t o + h a ɕ t,,hindukush,,,^ w e s t o _ h a ɕ t $,default,
psi_am-Numerals-29-1,,psi_am,Numerals-29,westo noː,westo_noː,w e s t o + n oː,,hindukush,,,^ w e s t o _ n oː $,default,
psi_am-Numerals-30-1,,psi_am,Numerals-30,westo deː,westo_deː,w e s t o + d eː,,hindukush,,,^ w e s t o _ d eː $,default,
psi_am-Numerals-31-1,,psi_am,Numerals-31,westo jaːe,westo_jaːe,w e s t o + j aː e,,hindukush,,,^ w e s t o _ j aːe $,default,
psi_am-Numerals-32-1,,psi_am,Numerals-32,westo duwaːe,westo_duwaːe,w e s t o + d u w aː e,,hindukush,,,^ w e s t o _ d u w aːe $,default,
psi_am-Numerals-33-1,,psi_am,Numerals-33,westo ɬui,westo_ɬui,w e s t o + ɬ u i,,hindukush,,,^ w e s t o _ ɬ ui $,default,
psi_am-Numerals-34-1,,psi_am,Numerals-34,westo tɕade,westo_tɕade,w e s t o + tɕ a d e,,hindukush,,,^ w e s t o _ tɕ a d e $,default,
psi_am-Numerals-35-1,,psi_am,Numerals-35,westo pandʑu,westo_pandʑu,w e s t o + p a n dʑ u,,hindukush,,,^ w e s t o _ p a n dʑ u $,default,
psi_am-Numerals-36-1,,psi_am,Numerals-36,westo ɕoːɽ,westo_ɕoːɽ,w e s t o + ɕ oː ɽ,,hindukush,,,^ w e s t o _ ɕ oː ɽ $,default,
psi_am-Numerals-37-1,,psi_am,Numerals-37,westo satu,westo_satu,w e s t o + s a t u,,hindukush,,,^ w e s t o _ s a t u $,default,
psi_am-Numerals-38-1,,psi_am,Numerals-38,westo aɕtu,westo_aɕtu,w e s t o + a ɕ t u,,hindukush,,,^ w e s t o _ a ɕ t u $,default,
psi_am-Numerals-39-1,,psi_am,Numerals-39,westo nawu,westo_nawu,w e s t o + n a w u,,hindukush,,,^ w e s t o _ n a w u $,default,
psi_am-Numerals-40-1,,psi_am,Numerals-40,dəwija,dəwija,d ə w i j a,,hindukush,,,^ d ə w i j a $,default,
psi_am-Numerals-41-1,,psi_am,Numerals-41,dəwijao iː,dəwijao_iː,d ə w i j a o + iː,,hindukush,,,^ d ə w i j a o _ iː $,default,
psi_am-Numerals-42-1,,psi_am,Numerals-42,dəwijao doː,dəwijao_doː,d ə w i j a o + d oː,,hindukush,,,^ d ə w i j a o _ d oː $,default,
psi_am-Numerals-43-1,,psi_am,Numerals-43,dəwijao ɬɛ,dəwijao_ɬɛ,d ə w i j a o + ɬ ɛ,,hindukush,,,^ d ə w i j a o _ ɬ ɛ $,default,
psi_am-Numerals-44-1,,psi_am,Numerals-44,dəwijao tɕaːr,dəwijao_tɕaːr,d ə w i j a o + tɕ aː r,,hindukush,,,^ d ə w i j a o _ tɕ aː r $,default,
psi_am-Numerals-45-1,,psi_am,Numerals-45,dəwijao pandʑ,dəwijao_pandʑ,d ə w i j a o + p a n dʑ,,hindukush,,,^ d ə w i j a o _ p a n dʑ $,default,
psi_am-Numerals-46-1,,psi_am,Numerals-46,dəwijao ɕɛ,dəwijao_ɕɛ,d ə w i j a o + ɕ ɛ,,hindukush,,,^ d ə w i j a o _ ɕ ɛ $,default,
psi_am-Numerals-47-1,,psi_am,Numerals-47,dəwijao sat,dəwijao_sat,d ə w i j a o + s a t,,hindukush,,,^ d ə w i j a o _ s a t $,default,
psi_am-Numerals-48-1,,psi_am,Numerals-48,dəwijao haɕt,dəwijao_haɕt,d ə w i j a o + h a ɕ t,,hindukush,,,^ d ə w i j a o _ h a ɕ t $,default,
