ID,Local_ID,Language_ID,Parameter_ID,Value,Form,Segments,Comment,Source,Cognacy,Loan,Graphemes,Profile,Audio_Files
aee_ch-Kinship-forefather-1,,aee_ch,Kinship-forefather,baːwas gaɳ bɔwa,baːwas_gaɳ_bɔwa,b aː w a s + g a ɳ + b ɔ w a,,hindukush,,,^ b aː w a s _ g a ɳ _ b ɔ w a $,default,
aee_ch-Kinship-foremother-1,,aee_ch,Kinship-foremother,aːis gaɳ bɔwa,aːis_gaɳ_bɔwa,aːi s + g a ɳ + b ɔ w a,,hindukush,,,^ aːi s _ g a ɳ _ b ɔ w a $,default,
aee_ch-Kinship-fathersbrothersson-1,,aee_ch,Kinship-fathersbrothersson,baːwas loː fulə,baːwas_loː_fulə,b aː w a s + l oː + f u l ə,,hindukush,,,^ b aː w a s _ l oː _ f u l ə $,default,
aee_ch-Kinship-fathersbrothersdaughter-1,,aee_ch,Kinship-fathersbrothersdaughter,baːwas laːstoː wa,baːwas_laːstoː_wa,b aː w a s + l aː s t oː + w a,,hindukush,,,^ b aː w a s _ l aː s t oː _ w a $,default,
aee_ch-Kinship-fatherssistersson-1,,aee_ch,Kinship-fatherssistersson,baːwas nosija,baːwas_nosija,b aː w a s + n o s i j a,,hindukush,,,^ b aː w a s _ n o s i j a $,default,
aee_ch-Kinship-fatherssistersdaughter-1,,aee_ch,Kinship-fatherssistersdaughter,mumikəs wa,mumikəs_wa,m u m i k ə s + w a,,hindukush,,,^ m u m i k ə s _ w a $,default,
aee_ch-Kinship-mothersbrothersson-1,,aee_ch,Kinship-mothersbrothersson,meːkəs fulə,meːkəs_fulə,m eː k ə s + f u l ə,,hindukush,,,^ m eː k ə s _ f u l ə $,default,
aee_ch-Kinship-mothersbrothersdaughter-1,,aee_ch,Kinship-mothersbrothersdaughter,meːkəs wa,meːkəs_wa,m eː k ə s + w a,,hindukush,,,^ m eː k ə s _ w a $,default,
aee_ch-Kinship-motherssistersson-1,,aee_ch,Kinship-motherssistersson,aːis sawastoː fulə,aːis_sawastoː_fulə,aːi s + s a w a s t oː + f u l ə,,hindukush,,,^ aːi s _ s a w a s t oː _ f u l ə $,default,
aee_ch-Kinship-motherssistersdaughter-1,,aee_ch,Kinship-motherssistersdaughter,aːis sawastoː wa,aːis_sawastoː_wa,aːi s + s a w a s t oː + w a,,hindukush,,,^ aːi s _ s a w a s t oː _ w a $,default,
aee_ch-Kinship-relative-1,,aee_ch,Kinship-relative,aχpəlwoːm,aχpəlwoːm,a χ p ə l w oː m,,hindukush,,,^ a χ p ə lw oː m $,default,
aee_ch-Kinship-wifesrelatives-1,,aee_ch,Kinship-wifesrelatives,ɕəɕuroː aχpəl,ɕəɕuroː_aχpəl,ɕ ə ɕ u r oː + a χ p ə l,,hindukush,,,^ ɕ ə ɕ u r oː _ a χ p ə l $,default,
aee_ch-Kinship-headofhousehold-1,,aee_ch,Kinship-headofhousehold,giɕinəs dəʂʈiː,giɕinəs_dəʂʈiː,g i ɕ i n ə s + d ə ʂ ʈ iː,,hindukush,,,^ g i ɕ i n ə s _ d ə ʂ ʈ iː $,default,
aee_kg-Kinship-father-1,,aee_kg,Kinship-father,babɔ,babɔ,b a b ɔ,,hindukush,,,^ b a b ɔ $,default,
aee_kg-Kinship-mother-1,,aee_kg,Kinship-mother,aːj,aːj,aː j,,hindukush,,,^ aː j $,default,
aee_kg-Kinship-parent-1,,aee_kg,Kinship-parent,aːj ew babə,aːj_ew_babə,aː j + e w + b a b ə,,hindukush,,,^ aː j _ e w _ b a b ə $,default,
aee_kg-Kinship-son-1,,aee_kg,Kinship-son,pʰulem,pʰulem,pʰ u l e m,,hindukush,,,^ pʰ u l e m $,default,
aee_kg-Kinship-daughter-1,,aee_kg,Kinship-daughter,woːm,woːm,w oː m,,hindukush,,,^ w oː m $,default,
aee_kg-Kinship-brother-1,,aee_kg,Kinship-brother,loːm,loːm,l oː m,,hindukush,,,^ l oː m $,default,
aee_kg-Kinship-sister-1,,aee_kg,Kinship-sister,sawoːm,sawoːm,s a w oː m,,hindukush,,,^ s a w oː m $,default,
aee_kg-Kinship-olderbrother-1,,aee_kg,Kinship-olderbrother,ɖeɕtə loːm,ɖeɕtə_loːm,ɖ e ɕ t ə + l oː m,,hindukush,,,^ ɖ e ɕ t ə _ l oː m $,default,
aee_kg-Kinship-youngerbrother-1,,aee_kg,Kinship-youngerbrother,kaniɕtə loːm,kaniɕtə_loːm,k a n i ɕ t ə + l oː m,,hindukush,,,^ k a n i ɕ t ə _ l oː m $,default,
aee_kg-Kinship-oldersister-1,,aee_kg,Kinship-oldersister,ɖeɕti sawoːm,ɖeɕti_sawoːm,ɖ e ɕ t i + s a w oː m,,hindukush,,,^ ɖ e ɕ t i _ s a w oː m $,default,
aee_kg-Kinship-youngersister-1,,aee_kg,Kinship-youngersister,kaniɕti sawoːm,kaniɕti_sawoːm,k a n i ɕ t i + s a w oː m,,hindukush,,,^ k a n i ɕ t i _ s a w oː m $,default,
aee_kg-Kinship-fathersfather-1,,aee_kg,Kinship-fathersfather,bləw babɔ,bləw_babɔ,b l ə w + b a b ɔ,,hindukush,,,^ b l ə w _ b a b ɔ $,default,
aee_kg-Kinship-fathersmother-1,,aee_kg,Kinship-fathersmother,blʉwi aːj,blʉwi_aːj,b l ʉ w i + aː j,,hindukush,,,^ b l ʉ w i _ aː j $,default,
aee_kg-Kinship-mothersfather-1,,aee_kg,Kinship-mothersfather,bləw babɔ,bləw_babɔ,b l ə w + b a b ɔ,,hindukush,,,^ b l ə w _ b a b ɔ $,default,
aee_kg-Kinship-mothersmother-1,,aee_kg,Kinship-mothersmother,blʉwi aːj,blʉwi_aːj,b l ʉ w i + aː j,,hindukush,,,^ b l ʉ w i _ aː j $,default,
aee_kg-Kinship-sonsson-1,,aee_kg,Kinship-sonsson,masej,masej,m a s e j,,hindukush,,,^ m a s e j $,default,
aee_kg-Kinship-sonsdaughter-1,,aee_kg,Kinship-sonsdaughter,masej,masej,m a s e j,,hindukush,,,^ m a s e j $,default,
aee_kg-Kinship-daughtersson-1,,aee_kg,Kinship-daughtersson,masej,masej,m a s e j,,hindukush,,,^ m a s e j $,default,
aee_kg-Kinship-daughtersdaughter-1,,aee_kg,Kinship-daughtersdaughter,masej,masej,m a s e j,,hindukush,,,^ m a s e j $,default,
aee_kg-Kinship-fathersbrother-1,,aee_kg,Kinship-fathersbrother,daːdɔ,daːdɔ,d aː d ɔ,,hindukush,,,^ d aː d ɔ $,default,
aee_kg-Kinship-fathersolderbrother-1,,aee_kg,Kinship-fathersolderbrother,ɖəɕtə baːbɔ,ɖəɕtə_baːbɔ,ɖ ə ɕ t ə + b aː b ɔ,,hindukush,,,^ ɖ ə ɕ t ə _ b aː b ɔ $,default,
aee_kg-Kinship-fathersyoungerbrother-1,,aee_kg,Kinship-fathersyoungerbrother,kaniɕtə daːdɔ,kaniɕtə_daːdɔ,k a n i ɕ t ə + d aː d ɔ,,hindukush,,,^ k a n i ɕ t ə _ d aː d ɔ $,default,
aee_kg-Kinship-fatherssister-1,,aee_kg,Kinship-fatherssister,kaniɕti aːj,kaniɕti_aːj,k a n i ɕ t i + aː j,,hindukush,,,^ k a n i ɕ t i _ aː j $,default,
aee_kg-Kinship-fathersoldersister-1,,aee_kg,Kinship-fathersoldersister,kaniɕti aːj,kaniɕti_aːj,k a n i ɕ t i + aː j,,hindukush,,,^ k a n i ɕ t i _ aː j $,default,
aee_kg-Kinship-fathersyoungersister-1,,aee_kg,Kinship-fathersyoungersister,lehi kaniɕti aːj,lehi_kaniɕti_aːj,l e h i + k a n i ɕ t i + aː j,,hindukush,,,^ l e h i _ k a n i ɕ t i _ aː j $,default,
aee_kg-Kinship-mothersbrother-1,,aee_kg,Kinship-mothersbrother,maːmɔ,maːmɔ,m aː m ɔ,,hindukush,,,^ m aː m ɔ $,default,
aee_kg-Kinship-mothersolderbrother-1,,aee_kg,Kinship-mothersolderbrother,ɖəɕtə maːmɔ,ɖəɕtə_maːmɔ,ɖ ə ɕ t ə + m aː m ɔ,,hindukush,,,^ ɖ ə ɕ t ə _ m aː m ɔ $,default,
aee_kg-Kinship-mothersyoungerbrother-1,,aee_kg,Kinship-mothersyoungerbrother,kaniɕtə maːmɔ,kaniɕtə_maːmɔ,k a n i ɕ t ə + m aː m ɔ,,hindukush,,,^ k a n i ɕ t ə _ m aː m ɔ $,default,
aee_kg-Kinship-motherssister-1,,aee_kg,Kinship-motherssister,aːj,aːj,aː j,,hindukush,,,^ aː j $,default,
aee_kg-Kinship-mothersoldersister-1,,aee_kg,Kinship-mothersoldersister,"ɖəɕti aːj, gaːj",ɖəɕti_aːj,ɖ ə ɕ t i + aː j,,hindukush,,,^ ɖ ə ɕ t i _ aː j $,default,
aee_kg-Kinship-mothersoldersister-2,,aee_kg,Kinship-mothersoldersister,"ɖəɕti aːj, gaːj",gaːj,g aː j,,hindukush,,,^ g aː j $,default,
aee_kg-Kinship-mothersyoungersister-1,,aee_kg,Kinship-mothersyoungersister,kaniɕti aːj,kaniɕti_aːj,k a n i ɕ t i + aː j,,hindukush,,,^ k a n i ɕ t i _ aː j $,default,
aee_kg-Kinship-brothersson-1,,aee_kg,Kinship-brothersson,wuraːrə,wuraːrə,w u r aː r ə,,hindukush,,,^ w u r aː r ə $,default,
aee_kg-Kinship-brothersdaughter-1,,aee_kg,Kinship-brothersdaughter,wurijeːra,wurijeːra,w u r i j eː r a,,hindukush,,,^ w u r i j eː r a $,default,
aee_kg-Kinship-sistersson-1,,aee_kg,Kinship-sistersson,χarejɔ,χarejɔ,χ a r e j ɔ,,hindukush,,,^ χ a r e j ɔ $,default,
aee_kg-Kinship-sistersdaughter-1,,aee_kg,Kinship-sistersdaughter,χurzəm,χurzəm,χ u r z ə m,,hindukush,,,^ χ u r z ə m $,default,
aee_kg-Kinship-husband-1,,aee_kg,Kinship-husband,punze,punze,p u n z e,,hindukush,,,^ p u n z e $,default,
aee_kg-Kinship-wife-1,,aee_kg,Kinship-wife,muːɕim,muːɕim,m uː ɕ i m,,hindukush,,,^ m uː ɕ i m $,default,
aee_kg-Kinship-fathersolderbrotherswife-1,,aee_kg,Kinship-fathersolderbrotherswife,ɖəɕtə baːbas muɕijɔ,ɖəɕtə_baːbas_muɕijɔ,ɖ ə ɕ t ə + b aː b a s + m u ɕ i j ɔ,,hindukush,,,^ ɖ ə ɕ t ə _ b aː b a s _ m u ɕ i j ɔ $,default,
aee_kg-Kinship-fathersyoungerbrotherswife-1,,aee_kg,Kinship-fathersyoungerbrotherswife,kaniɕtə baːbas muɕijɔ,kaniɕtə_baːbas_muɕijɔ,k a n i ɕ t ə + b aː b a s + m u ɕ i j ɔ,,hindukush,,,^ k a n i ɕ t ə _ b aː b a s _ m u ɕ i j ɔ $,default,
aee_kg-Kinship-fatherssistershusband-1,,aee_kg,Kinship-fatherssistershusband,mumik,mumik,m u m i k,,hindukush,,,^ m u m i k $,default,
aee_kg-Kinship-mothersbrotherswife-1,,aee_kg,Kinship-mothersbrotherswife,makjuni,makjuni,m a k j u n i,,hindukush,,,^ m a k j u n i $,default,
aee_kg-Kinship-sonswife-1,,aee_kg,Kinship-sonswife,sunzoːm,sunzoːm,s u n z oː m,,hindukush,,,^ s u n z oː m $,default,
aee_kg-Kinship-daughtershusband-1,,aee_kg,Kinship-daughtershusband,zoːmem,zoːmem,z oː m e m,,hindukush,,,^ z oː m e m $,default,
aee_kg-Kinship-brotherswifemaleego-1,,aee_kg,Kinship-brotherswifemaleego,ɕinik,ɕinik,ɕ i n i k,,hindukush,,,^ ɕ i n i k $,default,
aee_kg-Kinship-brotherswifefemaleego-1,,aee_kg,Kinship-brotherswifefemaleego,ɕinik,ɕinik,ɕ i n i k,,hindukush,,,^ ɕ i n i k $,default,
aee_kg-Kinship-sistershusbandmaleego-1,,aee_kg,Kinship-sistershusbandmaleego,zoːmem,zoːmem,z oː m e m,,hindukush,,,^ z oː m e m $,default,
aee_kg-Kinship-sistershusbandfemaleego-1,,aee_kg,Kinship-sistershusbandfemaleego,uːχej,uːχej,uː χ e j,,hindukush,,,^ uː χ e j $,default,
aee_kg-Kinship-wifesfather-1,,aee_kg,Kinship-wifesfather,ɕaɕurɔ,ɕaɕurɔ,ɕ a ɕ u r ɔ,,hindukush,,,^ ɕ a ɕ u r ɔ $,default,
aee_kg-Kinship-wifesmother-1,,aee_kg,Kinship-wifesmother,ɕaɕuriː,ɕaɕuriː,ɕ a ɕ u r iː,,hindukush,,,^ ɕ a ɕ u r iː $,default,
aee_kg-Kinship-husbandsfather-1,,aee_kg,Kinship-husbandsfather,ɕaɕurɔ,ɕaɕurɔ,ɕ a ɕ u r ɔ,,hindukush,,,^ ɕ a ɕ u r ɔ $,default,
aee_kg-Kinship-husbandsmother-1,,aee_kg,Kinship-husbandsmother,ɕaɕuriː,ɕaɕuriː,ɕ a ɕ u r iː,,hindukush,,,^ ɕ a ɕ u r iː $,default,
aee_kg-Kinship-husbandsbrother-1,,aee_kg,Kinship-husbandsbrother,leːwər,leːwər,l eː w ə r,,hindukush,,,^ l eː w ə r $,default,
aee_kg-Kinship-husbandssister-1,,aee_kg,Kinship-husbandssister,ɕinik,ɕinik,ɕ i n i k,,hindukush,,,^ ɕ i n i k $,default,
aee_kg-Kinship-wifesbrother-1,,aee_kg,Kinship-wifesbrother,uːχej,uːχej,uː χ e j,,hindukush,,,^ uː χ e j $,default,
aee_kg-Kinship-wifessister-1,,aee_kg,Kinship-wifessister,χina,χina,χ i n a,,hindukush,,,^ χ i n a $,default,
aee_kg-Kinship-cowife-1,,aee_kg,Kinship-cowife,dʑoːɳa,dʑoːɳa,dʑ oː ɳ a,,hindukush,,,^ dʑ oː ɳ a $,default,
aee_kg-Kinship-forefather-1,,aee_kg,Kinship-forefather,ʈər nikeːm,ʈər_nikeːm,ʈ ə r + n i k eː m,,hindukush,,,^ ʈ ə r _ n i k eː m $,default,
aee_kg-Kinship-fathersbrothersson-1,,aee_kg,Kinship-fathersbrothersson,daːdas pʰule,daːdas_pʰule,d aː d a s + pʰ u l e,,hindukush,,,^ d aː d a s _ pʰ u l e $,default,
aee_kg-Kinship-fathersbrothersdaughter-1,,aee_kg,Kinship-fathersbrothersdaughter,daːdas waː,daːdas_waː,d aː d a s + w aː,,hindukush,,,^ d aː d a s _ w aː $,default,
aee_kg-Kinship-fatherssistersson-1,,aee_kg,Kinship-fatherssistersson,mumikas pʰule,mumikas_pʰule,m u m i k a s + pʰ u l e,,hindukush,,,^ m u m i k a s _ pʰ u l e $,default,
aee_kg-Kinship-fatherssistersdaughter-1,,aee_kg,Kinship-fatherssistersdaughter,mumikas waː,mumikas_waː,m u m i k a s + w aː,,hindukush,,,^ m u m i k a s _ w aː $,default,
aee_kg-Kinship-mothersbrothersson-1,,aee_kg,Kinship-mothersbrothersson,maːmas pʰule,maːmas_pʰule,m aː m a s + pʰ u l e,,hindukush,,,^ m aː m a s _ pʰ u l e $,default,
aee_kg-Kinship-mothersbrothersdaughter-1,,aee_kg,Kinship-mothersbrothersdaughter,maːmas waː,maːmas_waː,m aː m a s + w aː,,hindukush,,,^ m aː m a s _ w aː $,default,
aee_kg-Kinship-motherssistersson-1,,aee_kg,Kinship-motherssistersson,kaniɕtiː ajas pʰule,kaniɕtiː_ajas_pʰule,k a n i ɕ t iː + a j a s + pʰ u l e,,hindukush,,,^ k a n i ɕ t iː _ a j a s _ pʰ u l e $,default,
aee_kg-Kinship-relative-1,,aee_kg,Kinship-relative,amə taːnugɔːn,amə_taːnugɔːn,a m ə + t aː n u g ɔː n,,hindukush,,,^ a m ə _ t aː n u g ɔː n $,default,
aee_kg-Kinship-wifesrelatives-1,,aee_kg,Kinship-wifesrelatives,ɕaɕuraχeːlwɔːn,ɕaɕuraχeːlwɔːn,ɕ a ɕ u r a χ eː l w ɔː n,,hindukush,,,^ ɕ a ɕ u r a χ eː lw ɔː n $,default,
aee_kg-Kinship-headofhousehold-1,,aee_kg,Kinship-headofhousehold,ɖeɕtɔː,ɖeɕtɔː,ɖ e ɕ t ɔː,,hindukush,,,^ ɖ e ɕ t ɔː $,default,
glh_sn-Kinship-father-1,,glh_sn,Kinship-father,bɑːbɑː,bɑːbɑː,b ɑː b ɑː,,hindukush,,,^ b ɑː b ɑː $,default,
glh_sn-Kinship-mother-1,,glh_sn,Kinship-mother,ɑːiː,ɑːiː,ɑː iː,,hindukush,,,^ ɑːiː $,default,
glh_sn-Kinship-parent-1,,glh_sn,Kinship-parent,uːjaw buː,uːjaw_buː,uː j a w + b uː,,hindukush,,,^ uː j a w _ b uː $,default,
glh_sn-Kinship-son-1,,glh_sn,Kinship-son,puːter,puːter,p uː t e r,,hindukush,,,^ p uː t e r $,default,
glh_sn-Kinship-daughter-1,,glh_sn,Kinship-daughter,dʑɑːndʑige,dʑɑːndʑige,dʑ ɑː n dʑ i g e,,hindukush,,,^ dʑ ɑː n dʑ i g e $,default,
glh_sn-Kinship-brother-1,,glh_sn,Kinship-brother,bɽuːje,bɽuːje,b ɽ uː j e,,hindukush,,,^ b ɽ uː j e $,default,
glh_sn-Kinship-sister-1,,glh_sn,Kinship-sister,sɑːje,sɑːje,s ɑː j e,,hindukush,,,^ s ɑː j e $,default,
glh_sn-Kinship-olderbrother-1,,glh_sn,Kinship-olderbrother,awlu bɽuːje,awlu_bɽuːje,a w l u + b ɽ uː j e,,hindukush,,,^ a w l u _ b ɽ uː j e $,default,
glh_sn-Kinship-youngerbrother-1,,glh_sn,Kinship-youngerbrother,jaqaʈu bɽuːje,jaqaʈu_bɽuːje,j a q a ʈ u + b ɽ uː j e,,hindukush,,,^ j a q a ʈ u _ b ɽ uː j e $,default,
glh_sn-Kinship-oldersister-1,,glh_sn,Kinship-oldersister,awli sɑːje,awli_sɑːje,a w l i + s ɑː j e,,hindukush,,,^ a w l i _ s ɑː j e $,default,
glh_sn-Kinship-youngersister-1,,glh_sn,Kinship-youngersister,jaqaʈi sɑːje,jaqaʈi_sɑːje,j a q a ʈ i + s ɑː j e,,hindukush,,,^ j a q a ʈ i _ s ɑː j e $,default,
glh_sn-Kinship-fathersfather-1,,glh_sn,Kinship-fathersfather,awlu buː,awlu_buː,a w l u + b uː,,hindukush,,,^ a w l u _ b uː $,default,
glh_sn-Kinship-fathersmother-1,,glh_sn,Kinship-fathersmother,awli ɑːiː,awli_ɑːiː,a w l i + ɑː iː,,hindukush,,,^ a w l i _ ɑːiː $,default,
glh_sn-Kinship-mothersfather-1,,glh_sn,Kinship-mothersfather,awlu buː,awlu_buː,a w l u + b uː,,hindukush,,,^ a w l u _ b uː $,default,
glh_sn-Kinship-mothersmother-1,,glh_sn,Kinship-mothersmother,awli ɑːiː,awli_ɑːiː,a w l i + ɑː iː,,hindukush,,,^ a w l i _ ɑːiː $,default,
glh_sn-Kinship-sonsson-1,,glh_sn,Kinship-sonsson,nawəj,nawəj,n a w ə j,,hindukush,,,^ n a w ə j $,default,
glh_sn-Kinship-sonsdaughter-1,,glh_sn,Kinship-sonsdaughter,natiː,natiː,n a t iː,,hindukush,,,^ n a t iː $,default,
glh_sn-Kinship-daughtersson-1,,glh_sn,Kinship-daughtersson,nawəj,nawəj,n a w ə j,,hindukush,,,^ n a w ə j $,default,
glh_sn-Kinship-daughtersdaughter-1,,glh_sn,Kinship-daughtersdaughter,natiː,natiː,n a t iː,,hindukush,,,^ n a t iː $,default,
glh_sn-Kinship-fathersbrother-1,,glh_sn,Kinship-fathersbrother,mambuː,mambuː,m a m b uː,,hindukush,,,^ m a m b uː $,default,
glh_sn-Kinship-fathersolderbrother-1,,glh_sn,Kinship-fathersolderbrother,mambuː,mambuː,m a m b uː,,hindukush,,,^ m a m b uː $,default,
glh_sn-Kinship-fathersyoungerbrother-1,,glh_sn,Kinship-fathersyoungerbrother,mambuː,mambuː,m a m b uː,,hindukush,,,^ m a m b uː $,default,
glh_sn-Kinship-fatherssister-1,,glh_sn,Kinship-fatherssister,ɑːmə,ɑːmə,ɑː m ə,,hindukush,,,^ ɑː m ə $,default,
glh_sn-Kinship-fathersoldersister-1,,glh_sn,Kinship-fathersoldersister,ɑːmə,ɑːmə,ɑː m ə,,hindukush,,,^ ɑː m ə $,default,
glh_sn-Kinship-fathersyoungersister-1,,glh_sn,Kinship-fathersyoungersister,ɑːmə,ɑːmə,ɑː m ə,,hindukush,,,^ ɑː m ə $,default,
glh_sn-Kinship-mothersbrother-1,,glh_sn,Kinship-mothersbrother,mawluː,mawluː,m a w l uː,,hindukush,,,^ m a w l uː $,default,
glh_sn-Kinship-mothersolderbrother-1,,glh_sn,Kinship-mothersolderbrother,mawluː,mawluː,m a w l uː,,hindukush,,,^ m a w l uː $,default,
glh_sn-Kinship-mothersyoungerbrother-1,,glh_sn,Kinship-mothersyoungerbrother,mawluː,mawluː,m a w l uː,,hindukush,,,^ m a w l uː $,default,
glh_sn-Kinship-motherssister-1,,glh_sn,Kinship-motherssister,mɑːmbiː,mɑːmbiː,m ɑː m b iː,,hindukush,,,^ m ɑː m b iː $,default,
glh_sn-Kinship-mothersoldersister-1,,glh_sn,Kinship-mothersoldersister,mɑːmbiː,mɑːmbiː,m ɑː m b iː,,hindukush,,,^ m ɑː m b iː $,default,
glh_sn-Kinship-mothersyoungersister-1,,glh_sn,Kinship-mothersyoungersister,mɑːmbiː,mɑːmbiː,m ɑː m b iː,,hindukush,,,^ m ɑː m b iː $,default,
glh_sn-Kinship-brothersson-1,,glh_sn,Kinship-brothersson,bɽaw tuːr,bɽaw_tuːr,b ɽ a w + t uː r,,hindukush,,,^ b ɽ a w _ t uː r $,default,
glh_sn-Kinship-brothersdaughter-1,,glh_sn,Kinship-brothersdaughter,χuwɑːr dɑːduː,χuwɑːr_dɑːduː,χ u w ɑː r + d ɑː d uː,,hindukush,,,^ χ u w ɑː r _ d ɑː d uː $,default,
glh_sn-Kinship-sistersson-1,,glh_sn,Kinship-sistersson,χuwɑːr dɑːduː,χuwɑːr_dɑːduː,χ u w ɑː r + d ɑː d uː,,hindukush,,,^ χ u w ɑː r _ d ɑː d uː $,default,
glh_sn-Kinship-sistersdaughter-1,,glh_sn,Kinship-sistersdaughter,χuwɑːr dɑːduː,χuwɑːr_dɑːduː,χ u w ɑː r + d ɑː d uː,,hindukush,,,^ χ u w ɑː r _ d ɑː d uː $,default,
glh_sn-Kinship-husband-1,,glh_sn,Kinship-husband,iʂpundʑ,iʂpundʑ,i ʂ p u n dʑ,,hindukush,,,^ i ʂ p u n dʑ $,default,
glh_sn-Kinship-wife-1,,glh_sn,Kinship-wife,iɕtərke,iɕtərke,i ɕ t ə r k e,,hindukush,,,^ i ɕ t ə r k e $,default,
glh_sn-Kinship-fathersolderbrotherswife-1,,glh_sn,Kinship-fathersolderbrotherswife,jɛnguː,jɛnguː,j ɛ n g uː,,hindukush,,,^ j ɛ n g uː $,default,
glh_sn-Kinship-fathersyoungerbrotherswife-1,,glh_sn,Kinship-fathersyoungerbrotherswife,jɛnguː,jɛnguː,j ɛ n g uː,,hindukush,,,^ j ɛ n g uː $,default,
glh_sn-Kinship-fatherssistershusband-1,,glh_sn,Kinship-fatherssistershusband,dʑɑːmɑː,dʑɑːmɑː,dʑ ɑː m ɑː,,hindukush,,,^ dʑ ɑː m ɑː $,default,
glh_sn-Kinship-mothersbrotherswife-1,,glh_sn,Kinship-mothersbrotherswife,jɛnguː,jɛnguː,j ɛ n g uː,,hindukush,,,^ j ɛ n g uː $,default,
glh_sn-Kinship-motherssistershusband-1,,glh_sn,Kinship-motherssistershusband,mɑːmbiː iʂpundʑ,mɑːmbiː_iʂpundʑ,m ɑː m b iː + i ʂ p u n dʑ,,hindukush,,,^ m ɑː m b iː _ i ʂ p u n dʑ $,default,
glh_sn-Kinship-sonswife-1,,glh_sn,Kinship-sonswife,sənze,sənze,s ə n z e,,hindukush,,,^ s ə n z e $,default,
glh_sn-Kinship-daughtershusband-1,,glh_sn,Kinship-daughtershusband,dʑɑːmɑː,dʑɑːmɑː,dʑ ɑː m ɑː,,hindukush,,,^ dʑ ɑː m ɑː $,default,
glh_sn-Kinship-brotherswifemaleego-1,,glh_sn,Kinship-brotherswifemaleego,jɛnguː,jɛnguː,j ɛ n g uː,,hindukush,,,^ j ɛ n g uː $,default,
glh_sn-Kinship-brotherswifefemaleego-1,,glh_sn,Kinship-brotherswifefemaleego,jɛnguː,jɛnguː,j ɛ n g uː,,hindukush,,,^ j ɛ n g uː $,default,
glh_sn-Kinship-sistershusbandmaleego-1,,glh_sn,Kinship-sistershusbandmaleego,dʑɑːmɑː,dʑɑːmɑː,dʑ ɑː m ɑː,,hindukush,,,^ dʑ ɑː m ɑː $,default,
glh_sn-Kinship-sistershusbandfemaleego-1,,glh_sn,Kinship-sistershusbandfemaleego,dʑɑːmɑː,dʑɑːmɑː,dʑ ɑː m ɑː,,hindukush,,,^ dʑ ɑː m ɑː $,default,
glh_sn-Kinship-wifesfather-1,,glh_sn,Kinship-wifesfather,ɕejiːr,ɕejiːr,ɕ e j iː r,,hindukush,,,^ ɕ e j iː r $,default,
glh_sn-Kinship-wifesmother-1,,glh_sn,Kinship-wifesmother,ɕejruː,ɕejruː,ɕ e j r uː,,hindukush,,,^ ɕ e j r uː $,default,
glh_sn-Kinship-husbandsfather-1,,glh_sn,Kinship-husbandsfather,ɕejiːr,ɕejiːr,ɕ e j iː r,,hindukush,,,^ ɕ e j iː r $,default,
glh_sn-Kinship-husbandsmother-1,,glh_sn,Kinship-husbandsmother,ɕejruː,ɕejruː,ɕ e j r uː,,hindukush,,,^ ɕ e j r uː $,default,
glh_sn-Kinship-husbandsbrother-1,,glh_sn,Kinship-husbandsbrother,diːruː,diːruː,d iː r uː,,hindukush,,,^ d iː r uː $,default,
glh_sn-Kinship-husbandssister-1,,glh_sn,Kinship-husbandssister,dʑɑːmiː,dʑɑːmiː,dʑ ɑː m iː,,hindukush,,,^ dʑ ɑː m iː $,default,
glh_sn-Kinship-wifesbrother-1,,glh_sn,Kinship-wifesbrother,iʂpajriː,iʂpajriː,i ʂ p a j r iː,,hindukush,,,^ i ʂ p a j r iː $,default,
glh_sn-Kinship-wifessister-1,,glh_sn,Kinship-wifessister,sajɑːniː,sajɑːniː,s a j ɑː n iː,,hindukush,,,^ s a j ɑː n iː $,default,
glh_sn-Kinship-cowife-1,,glh_sn,Kinship-cowife,ambɑːʁe,ambɑːʁe,a m b ɑː ʁ e,,hindukush,,,^ a m b ɑː ʁ e $,default,
glh_sn-Kinship-forefather-1,,glh_sn,Kinship-forefather,bɑːbe kalan,bɑːbe_kalan,b ɑː b e + k a l a n,,hindukush,,,^ b ɑː b e _ k a l a n $,default,
glh_sn-Kinship-foremother-1,,glh_sn,Kinship-foremother,bɑːbe kalan,bɑːbe_kalan,b ɑː b e + k a l a n,,hindukush,,,^ b ɑː b e _ k a l a n $,default,
glh_sn-Kinship-fathersbrothersson-1,,glh_sn,Kinship-fathersbrothersson,mambɑː puːter,mambɑː_puːter,m a m b ɑː + p uː t e r,,hindukush,,,^ m a m b ɑː _ p uː t e r $,default,
glh_sn-Kinship-fathersbrothersdaughter-1,,glh_sn,Kinship-fathersbrothersdaughter,mambɑː weːje,mambɑː_weːje,m a m b ɑː + w eː j e,,hindukush,,,^ m a m b ɑː _ w eː j e $,default,
glh_sn-Kinship-fatherssistersson-1,,glh_sn,Kinship-fatherssistersson,ame puːter,ame_puːter,a m e + p uː t e r,,hindukush,,,^ a m e _ p uː t e r $,default,
glh_sn-Kinship-fatherssistersdaughter-1,,glh_sn,Kinship-fatherssistersdaughter,ame weːje,ame_weːje,a m e + w eː j e,,hindukush,,,^ a m e _ w eː j e $,default,
